product_id,district_id1,district_id2,district_id3,district_id4,lat,lon,railway,airport,citycenter,railway2,airport2,citycenter2,eval,eval2,eval3,eval4,voters,startdate,upgradedate,cooperatedate,maxstock
39,10201,20502,31003,55952,3.9992206573486326,11.637032318115235,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.0,1744.0,2008-03-01,2010-12-01,2014-11-14,46.0
40,10201,20502,31003,45760,3.994624710083008,11.634234619140624,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.6,1675.0,2011-05-01,-1,2015-04-28,83.0
41,10201,20502,31003,45760,3.9936595916748048,11.630531311035156,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,833.0,2011-05-01,1753-01-01,2014-12-16,96.0
42,10201,20502,31003,55952,3.9988231658935547,11.643709564208985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,2.8,377.0,2008-01-01,2015-01-01,2015-06-17,33.0
43,10201,20502,31003,45760,3.993389129638672,11.631890869140625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.5,3.8,1803.0,2011-06-01,-1,2015-02-14,130.0
44,10201,20502,31003,45760,3.9933616638183596,11.631951904296875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,914.0,2011-06-01,-1,2015-02-13,141.0
45,10201,20502,31003,45760,3.9933498382568358,11.631290435791016,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.4,1652.0,2011-08-01,1753-01-01,2015-04-28,134.0
46,10201,20502,31003,45760,3.9950450897216796,11.631720733642577,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,1455.0,2006-08-01,2010-03-01,2014-08-07,97.0
47,10201,20502,31003,55952,3.9983367919921875,11.637741851806641,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1570.0,2011-04-01,1753-01-01,2014-12-10,128.0
48,10201,20502,31003,45760,3.995178985595703,11.634780883789062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.5,728.0,2010-12-01,-1,2015-02-13,88.0
49,10201,20502,31003,45760,3.993670654296875,11.630583190917969,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1106.0,2011-09-01,1753-01-01,2014-05-23,139.0
50,10201,20502,31003,133952,3.9913143157958983,11.659444427490234,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,2.9,1243.0,2011-07-01,-1,2015-03-04,85.0
51,10201,20502,31003,55952,3.9982112884521483,11.640793609619141,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.5,4663.0,2011-04-01,1753-01-01,2014-03-12,261.0
52,10201,20502,31003,45760,3.9929141998291016,11.633504486083984,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.5,3.3,1753.0,2009-01-01,1753-01-01,2014-07-21,77.0
53,10201,20502,31003,135096,3.994784927368164,11.619598388671875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1128.0,2011-12-01,2015-01-01,2015-06-18,128.0
54,10201,20502,31003,133952,3.9914321899414062,11.659963989257813,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.5,3.5,844.0,2011-12-01,2014-05-01,2015-02-14,99.0
55,10201,20502,31003,45760,3.994445037841797,11.635128021240234,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2,0.5,3.8,120.0,2010-01-01,2014-01-01,2016-11-30,165.0
56,10201,20502,31003,55952,4.002652740478515,11.641145324707031,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.1,1456.0,2012-01-01,-1,2014-06-18,89.0
57,10201,20502,31003,45760,3.994994354248047,11.632476806640625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.1,1251.0,2007-10-01,-1,2015-06-12,86.0
58,10201,20502,31003,55952,4.001892852783203,11.641944122314452,-1.0,-1.0,16.3,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1428.0,2007-01-01,-1,2014-12-16,153.0
59,10201,20502,31003,45760,3.9933498382568358,11.634453582763673,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,1159.0,2008-06-01,1753-01-01,2014-08-04,136.0
60,10201,20502,31003,45760,3.9935245513916016,11.634583282470704,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,828.0,2008-08-01,1753-01-01,2014-07-02,134.0
61,10201,20502,31003,45760,3.9942092895507812,11.636372375488282,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1084.0,2008-08-01,-1,2013-02-01,91.0
62,10201,20502,31003,45760,3.9944801330566406,11.630519104003906,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,838.0,2008-09-01,2016-05-01,2014-05-23,163.0
63,10201,20502,31003,45760,3.9930240631103517,11.63498306274414,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.0,3.4,949.0,2008-07-01,-1,2015-02-14,101.0
64,10201,20502,31003,55952,3.9991859436035155,11.6421630859375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,884.0,2008-12-01,2012-01-01,2014-09-04,176.0
65,10201,20502,31003,55952,4.002654647827148,11.641448974609375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3,2.0,3.4,1317.0,2008-10-01,2013-02-01,2009-03-02,175.0
66,10201,21216,74984,1467856,30.406573486328124,91.57756958007812,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.6,2488.0,2014-08-01,2015-02-01,2015-02-12,209.0
67,10201,21216,59225,-1,18.323244094848633,57.27093505859375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.5,3.5,3048.0,2012-03-01,1753-01-01,2015-01-27,347.0
68,10201,21216,124115,-1,18.97089195251465,57.616207122802734,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.4,1115.0,2011-11-01,2016-03-01,2015-12-15,522.0
69,10201,21522,41715,-1,18.944578170776367,56.28660583496094,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.0,342.0,2010-01-01,2015-04-01,2015-06-18,114.0
70,10201,21522,41715,-1,18.948530197143555,56.291603088378906,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,6,2.5,3.6,1331.0,2012-04-01,2016-06-01,2014-07-01,204.0
71,10201,21522,41715,-1,18.941055297851562,56.287662506103516,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,1394.0,1998-08-01,2012-09-01,2015-02-26,150.0
72,10201,21522,45217,-1,32.47730941772461,100.36411743164062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1543.0,2012-02-01,-1,2015-06-10,171.0
73,10201,21522,816893,-1,3.7522159576416017,11.114312744140625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.0,3.5,260.0,1753-01-01,1753-01-01,2015-05-11,132.0
74,10201,23256,51706,-1,8.452192687988282,23.791578674316405,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1850.0,2011-07-01,-1,2011-08-29,142.0
75,10201,23256,51706,-1,8.454871368408202,23.790568542480468,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1014.0,2011-07-01,-1,2011-08-26,149.0
76,10201,21114,31518,1321320,23.325897216796875,72.9341033935547,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1541.0,2009-08-01,1753-01-01,2014-10-23,192.0
77,10201,21114,31518,1321320,23.32962112426758,72.92811584472656,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,2144.0,2010-04-01,1753-01-01,2016-06-15,166.0
78,10201,21114,31518,1321320,23.321841430664062,72.92286071777343,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1435.0,2011-10-01,1753-01-01,2014-06-26,216.0
79,10201,21114,31518,1321320,23.312303924560545,72.9151611328125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.5,3.7,2765.0,2012-06-01,1753-01-01,2013-03-14,194.0
80,10201,21114,31518,1321320,23.32610092163086,72.91662139892578,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.0,1109.0,2012-07-01,-1,2013-06-24,90.0
81,10201,21114,31518,1321320,23.312560272216796,72.91557312011719,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,1733.0,2012-06-01,2015-01-01,2014-07-02,202.0
82,10201,21114,31518,1321320,23.31587448120117,72.91429138183594,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,1557.0,2012-09-01,2015-01-01,2015-02-06,248.0
83,10201,21114,31518,1321320,23.32188491821289,72.92284698486328,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,790.0,2013-03-01,1753-01-01,2014-12-03,138.0
84,10201,21114,77353,137384,4.191583633422852,12.341669464111328,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1257.0,2013-04-01,2016-06-01,2015-10-08,88.0
85,10201,21114,77353,137384,4.191579818725586,12.341756439208984,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1863.0,2013-04-01,1753-01-01,2013-09-26,135.0
86,10201,21114,77353,137384,4.192739486694336,12.339569854736329,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,761.0,2013-08-01,2015-01-01,2014-10-10,121.0
87,10201,21012,47174,1387256,35.062075805664065,100.34761962890624,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2,0.5,0.0,266.0,2011-05-01,-1,2016-01-14,196.0
88,10201,21012,47174,1388712,35.127081298828124,100.25455322265626,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4,4.0,3.4,3388.0,2012-08-01,1753-01-01,2013-06-19,256.0
89,10201,21012,47174,1387256,35.060028076171875,100.333203125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1177.0,2012-11-01,-1,2015-06-18,196.0
90,10201,20910,54693,1404624,4.656634140014648,12.514330291748047,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.5,3.6,1158.0,2009-11-01,1753-01-01,2009-12-11,190.0
91,10201,20910,54693,1404624,4.656599807739258,12.514554595947265,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.3,1117.0,2010-06-01,1753-01-01,2015-04-03,83.0
92,10201,21930,32136,103688,6.386687850952148,23.763917541503908,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,6,3.0,3.4,1490.0,2008-09-01,1753-01-01,2013-07-25,144.0
93,10201,21930,32136,1312792,6.418802642822266,23.74872589111328,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,6,4.0,3.3,1810.0,2010-10-01,-1,2013-03-18,158.0
94,10201,21930,32136,103688,6.39051628112793,23.77173614501953,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,1444.0,2001-01-01,1753-01-01,2015-02-03,188.0
95,10201,21930,32342,1328600,12.511319732666015,48.250848388671876,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1751.0,2009-01-01,1753-01-01,2013-08-06,207.0
96,10201,21930,32342,1328600,12.512041473388672,48.25389709472656,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.2,3563.0,2011-04-01,2015-08-01,2013-03-27,146.0
97,10201,21930,32342,1328600,12.510149383544922,48.25107421875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.0,193.0,2010-09-01,2013-03-01,2014-02-21,81.0
98,10201,21930,32342,1328600,12.502330780029297,48.254275512695315,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1217.0,2012-09-01,-1,2013-08-06,104.0
99,10201,21930,32342,1328600,12.499668884277344,48.252203369140624,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,878.0,2013-12-01,-1,2015-03-20,111.0
100,10201,21930,52839,73216,9.506531524658204,35.98782577514648,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,1864.0,2009-06-01,1753-01-01,2014-01-23,195.0
101,10201,21930,52839,73216,9.51108512878418,35.99287490844726,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,787.0,2011-03-01,1753-01-01,2014-01-24,182.0
102,10201,21930,39346,118040,6.402912902832031,24.167027282714844,-1.0,-1.0,3.3,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,2834.0,2006-05-01,-1,2014-12-03,130.0
103,10201,21930,39346,118040,6.404346466064453,24.16709747314453,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,3.4,649.0,2009-06-01,1753-01-01,2013-08-16,144.0
104,10201,21930,39449,117936,9.416134643554688,36.29741592407227,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,875.0,2010-04-01,-1,2013-09-18,195.0
105,10201,22032,32651,59280,21.188957595825194,84.10162582397462,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,3623.0,2012-06-01,-1,2015-12-16,218.0
106,10201,22032,32651,59280,21.19082679748535,84.08534774780273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1285.0,2012-06-01,2015-01-01,2012-09-18,105.0
107,10201,22032,32651,59280,21.19324607849121,84.08769226074219,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,2712.0,2012-12-01,1753-01-01,2014-09-25,78.0
108,10201,22032,81473,341952,2.7924657821655274,12.083141326904297,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,1531.0,2008-07-01,2014-04-01,2014-09-16,189.0
109,10201,22032,820498,-1,16.53841438293457,72.31764678955078,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4,5.0,3.4,1232.0,2010-01-01,1753-01-01,2014-05-28,456.0
110,10201,22032,87344,1391312,23.760768127441406,96.12705078125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,806.0,2013-03-01,2015-01-01,2014-10-29,211.0
111,10201,22134,80134,472992,25.019517517089845,94.69136962890624,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.4,1276.0,2012-10-01,-1,2015-06-18,124.0
112,10201,22134,57371,473512,23.00093765258789,81.10373611450196,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,6,4.5,3.5,2477.0,2012-10-01,-1,2012-09-12,213.0
113,10201,22134,136372,475072,12.679270172119141,47.40262451171875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,7,2.5,3.6,1592.0,2008-03-01,2012-05-01,2014-12-09,147.0
114,10201,22134,136372,475072,12.679103088378906,47.402069091796875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.7,1740.0,2009-01-01,2014-12-01,2014-12-09,141.0
115,10201,22134,136372,475072,12.677574920654298,47.39766235351563,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,1026.0,2010-09-01,2015-06-01,2015-01-27,165.0
116,10201,22134,136372,475072,12.669371795654296,47.41014709472656,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,536.0,2010-04-01,-1,2014-05-27,102.0
117,10201,22134,136372,475072,12.683769989013673,47.4019775390625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.5,1691.0,2011-02-01,-1,2015-04-15,70.0
118,10201,22134,136372,475072,12.683116912841797,47.40241394042969,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,6,2.0,3.5,2075.0,2011-03-01,1753-01-01,2013-08-22,172.0
119,10201,22134,136372,475072,12.673865509033202,47.398257446289065,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,1274.0,-1,-1,2014-07-01,119.0
120,10201,22134,136372,475072,12.673626708984376,47.40035400390625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.6,1443.0,2011-12-01,-1,2014-12-09,129.0
121,10201,22134,136372,475072,12.665432739257813,47.407614135742186,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.4,752.0,2012-12-01,-1,2014-06-04,88.0
122,10201,20502,31003,45760,3.995564270019531,11.632225036621094,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5,2.0,2.7,1235.0,2008-01-01,2010-01-01,2013-08-07,94.0
123,10201,22338,33475,470184,12.212963104248047,59.062435150146484,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2,0.0,0.0,45.0,2011-04-01,2016-06-01,2016-12-09,15.0
124,10201,22338,33475,470184,12.21314811706543,59.06239700317383,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.8,599.0,2011-10-01,2014-03-01,2015-03-09,20.0
125,10201,22338,33475,470184,12.213318824768066,59.06178283691406,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.6,2781.0,2011-01-01,2014-03-01,2014-07-25,27.0
126,10201,22338,33475,470184,12.213787078857422,59.062015533447266,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,0.5,3.1,864.0,1753-01-01,1753-01-01,2015-04-29,18.0
127,10201,22338,33475,470184,12.21308422088623,59.06169891357422,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.0,3.3,941.0,2012-09-01,2016-12-01,2015-03-25,33.0
128,10201,22338,33475,470184,12.213484764099121,59.06241226196289,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,2.5,3.5,2412.0,2012-12-01,2013-06-01,2013-07-02,23.0
129,10201,22338,33475,470184,12.21313762664795,59.06245422363281,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4,0.5,3.9,1163.0,2012-02-01,2014-11-01,2015-07-13,23.0
130,10201,22338,33475,-1,12.281003952026367,59.02978515625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,7,5.0,3.5,5778.0,2013-05-01,1753-01-01,2013-07-29,479.0
131,10201,22338,2246327,1273064,23.585208892822266,107.48146591186523,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4,5.0,3.4,4125.0,2012-09-29,-1,2016-09-02,587.0
132,10201,22338,57474,1355952,20.84093017578125,95.45119018554688,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,7,3.0,3.4,2817.0,2013-12-01,1753-01-01,2015-02-06,130.0
133,10201,22338,72718,-1,14.958699417114257,71.15523834228516,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,3.0,899.0,2010-05-01,1753-01-01,2015-02-14,176.0
134,10201,22338,88580,-1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4,3.0,2.8,317.0,2006-08-01,-1,2015-02-15,171.0
